work,workDescription,workLabel,coords,address,aliases,image,DRSImageURL,yearInstalled,yearRemoved,materials,categories,creators,neighborhoods,depicted,commemorated
http://www.wikidata.org/entity/Q110088928,"2016 mural by Rob ""Problak"" Gibbs, Genaro ""GoFive"" Ortega, James ""Ras Terms"" Monk, and Sneha ""IMAGINE"" Shrestha in Boston",Untitled,Point(-71.088779804 42.332292751),"75 Malcolm X Boulevard, Boston, MA 02120",,,,2016,,,mural,James Monk; Rob Gibbs; Genaro Ortega; Sneha Shrestha,Roxbury,,
http://www.wikidata.org/entity/Q107975711,2014 mural by Caleb Neelon and Katie Yamasaki in Boston,The Work Begins,Point(-71.098536667 42.332841919),"40 Smith Street, Roxbury, MA 02120",,,,2014,,,mural,Katie Yamasaki; Caleb Neelon,Roxbury,,
http://www.wikidata.org/entity/Q108037377,"2002 mural by Timmy ""Zone"" Allen, Thomas ""Kwest"" Burns, Ricardo ""Deme5"" Gomez, Victor ""Marka27"" Quiñonez, and Rob ""Problak"" Gibbs in Boston",From the Pyramids to the Projects,Point(-71.067361155 42.343208305),"230 Shawmut Ave, Boston, MA 02118",,,,2002,,,mural,African Latino Alliance; Timmy Allen; Thomas Burns; Ricardo Gomez; Victor Quiñonez; Rob Gibbs,South End,,
http://www.wikidata.org/entity/Q109272129,2020 mural by Josie Morway,Fight the Rise,Point(-71.033482682 42.364387744),"256 Marginal St, East Boston, MA 02128",,,,2020,,,mural,Josie Morway,East Boston,Sternidae,
http://www.wikidata.org/entity/Q108489874,1922 monument in Boston,Frederick J. Carey Memorial,Point(-71.03187547 42.3774363),"Paris Street and Bennington Street, East Boston, MA",,,,1922,,granite; bronze,monument,,East Boston,,
http://www.wikidata.org/entity/Q107975715,1922 plaque by T. F. McGann in Boston,William E. Carter Memorial,Point(-71.085819828 42.338190001),"709 Columbus Avenue, Boston, MA 02120",,,,1922,,bronze,commemorative plaque,,Roxbury,,
http://www.wikidata.org/entity/Q108170229,1969 mural by Gary Rickson in Boston,Africa is the Beginning,Point(-71.0827576 42.317450164),285 M.L.K. Jr Blvd,,,,1969,,,mural,Gary Rickson,Roxbury,,
http://www.wikidata.org/entity/Q74465048,"Statue in Boston, Massachusetts, U.S.",Statue of Edward Everett,Point(-71.060388888 42.319833333),"735 Columbia Rd, Dorchester, MA 02125",,http://commons.wikimedia.org/wiki/Special:FilePath/Dorchester%2CMassachusetts%2CUSA.%20-%20panoramio%20%284%29.jpg,https://repository.library.northeastern.edu/downloads/neu:4f184b42h?datastream_id=thumbnail_5,1867,,bronze,sculpture,William Wetmore Story,Dorchester,Edward Everett,
http://www.wikidata.org/entity/Q110996791,2016 mural by Heidi Schork and Mayor's Mural Crew,Roxbury Center for the Performing Arts,Point(-71.090038682 42.289225621),"1033 Blue Hill Avenue, Boston, MA 02124",,,https://repository.library.northeastern.edu/downloads/neu:4f185260z?datastream_id=thumbnail_5,2016,,,mural,Mayor's Mural Crew; Heidi Schork,Dorchester,,
http://www.wikidata.org/entity/Q108475945,plaque in Boston,Liberty Tree Plaque,Point(-71.06229 42.35227),"630 Washington St Boston, MA 02111",,,,,,bronze,commemorative plaque,,Chinatown,,
http://www.wikidata.org/entity/Q108475935,1989 plaque by A. Monti Granite Company in Boston,Tiananmen Memorial,Point(-71.0596 42.351),"6 Hudson St, Boston, MA 02111",,,,1989,,granite,commemorative plaque,,Chinatown,,
http://www.wikidata.org/entity/Q107689884,1975 sculpture by Robert Amory in Boston,Helion,Point(-71.084121671 42.332346408),"100 Summer St, Boston, MA 02110",Lollipop Tree,,,1975,,polyethylene; aluminium,sculpture,Robert Amory,Roxbury,,
http://www.wikidata.org/entity/Q25247978,"bronze statue located in Harriet Tubman Park in South End, Boston, Massachusetts by Meta Vaux Warrick Fuller",Emancipation,Point(-71.077842665 42.343453492),"450 Columbus Avenue, Boston, MA 02116",,,,1913,,bronze,sculpture,Meta Vaux Warrick Fuller,South End,,
http://www.wikidata.org/entity/Q116004346,"2019 mural by Heidi Schork in Dorchester, Massachusetts",Bird and Butterfly,Point(-71.065327966 42.292272532),"162-166 Centre St, Boston, MA 02124",,,,2019,,,mural,Mayor's Mural Crew; Heidi Schork,Dorchester,,
http://www.wikidata.org/entity/Q118100670,2015 mural by Jef Aérosol at Northeastern University's Boston campus,Teenager,Point(-71.091248875 42.338903397),"22-32 Hallenborg Way, Boston, MA 02115",,,,2015,,aerosol paint,mural; street art,Jef Aérosol,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q110088821,2015 mosaic mural by Christos Hamawi,Patterns of Diversity,Point(-71.064472222 42.34825),"5 Oak St, Boston, MA 02111",,,,2015,,,mosaic,Christos Hamawi,Chinatown,,
http://www.wikidata.org/entity/Q109272167,2017 mural by Percy Fortini-Wright,Holy Mackerel,Point(-71.061185101 42.344122065),"90 Traveler St, Boston, MA 02118",,,,2017,,,mural,Percy Fortini-Wright,South End,,
http://www.wikidata.org/entity/Q109742486,2012 mural depicting several prominent black inventors by Thomas Burns of the Mayor's Mural Crew,Black Inventors,Point(-71.081069635 42.30920837),"460 Blue Hill Avenue, Dorchester, Boston, MA",,,,2012,,paint,mural,Thomas Burns,Dorchester,Patricia Bath; Granville Woods; Elijah McCoy; Garrett Morgan; Charles Richard Drew; Lewis Howard Latimer; Madam C. J. Walker; Valerie Thomas,
